epoch,training_acc,training_loss,L2
1,3.71,1794.67,862.0
2,5.26,1787.36,877.0
3,6.14,1784.26,888.0
4,7.13,1780.32,899.0
5,7.61,1777.4,910.0
6,7.73,1775.64,920.0
7,8.24,1773.95,930.0
8,9.09,1772.07,940.0
9,8.78,1769.87,950.0
10,9.46,1767.85,960.0
11,10.16,1765.5,970.0
12,10.58,1763.75,980.0
13,10.4,1761.7,989.0
14,11.29,1759.24,999.0
15,11.08,1757.27,1008.0
16,11.45,1756.05,1018.0
17,11.49,1754.58,1027.0
18,11.7,1752.9,1036.0
19,11.99,1750.78,1045.0
20,12.55,1749.17,1054.0
21,13.31,1747.48,1063.0
22,12.81,1745.66,1072.0
23,13.81,1744.8,1080.0
24,13.46,1742.48,1089.0
25,13.43,1741.4,1097.0
26,13.36,1740.29,1106.0
27,14.48,1738.66,1114.0
28,14.79,1737.04,1123.0
29,15.12,1736.11,1132.0
30,15.0,1734.34,1140.0
31,15.1,1732.89,1148.0
32,15.06,1731.8,1157.0
33,14.94,1730.47,1165.0
34,14.3,1728.73,1173.0
35,15.79,1727.43,1182.0
36,15.68,1726.65,1190.0
37,16.2,1724.92,1198.0
38,15.54,1723.81,1206.0
39,16.54,1722.15,1215.0
40,16.52,1721.37,1223.0
41,16.24,1718.79,1231.0
42,16.86,1717.55,1239.0
43,16.47,1716.42,1247.0
44,15.86,1714.91,1255.0
45,17.26,1714.49,1263.0
46,17.03,1713.05,1271.0
47,16.77,1711.67,1279.0
48,16.84,1710.44,1287.0
49,17.02,1708.71,1294.0
50,17.24,1707.66,1302.0
51,17.26,1706.96,1310.0
52,17.39,1705.47,1317.0
53,17.37,1704.24,1324.0
54,17.71,1703.29,1332.0
55,17.73,1702.64,1340.0
56,17.95,1700.76,1347.0
57,17.75,1699.67,1355.0
58,18.17,1698.69,1362.0
59,18.43,1697.93,1369.0
60,18.3,1696.38,1376.0
61,18.27,1695.63,1384.0
62,18.7,1695.49,1391.0
63,18.33,1694.14,1398.0
64,18.18,1693.81,1405.0
65,18.6,1693.4,1412.0
66,17.95,1691.64,1418.0
67,18.43,1690.87,1425.0
68,18.11,1690.75,1432.0
69,18.24,1689.41,1439.0
70,18.68,1688.64,1446.0
71,17.97,1687.38,1453.0
72,18.45,1687.17,1460.0
73,19.19,1685.99,1466.0
74,18.96,1685.79,1473.0
75,18.91,1684.49,1480.0
76,18.04,1683.7,1486.0
77,18.87,1683.78,1493.0
78,19.09,1682.42,1499.0
79,18.75,1681.91,1505.0
80,18.94,1681.37,1512.0
81,19.07,1680.12,1518.0
82,18.73,1680.74,1525.0
83,19.48,1679.9,1531.0
84,19.1,1679.12,1537.0
85,19.08,1679.34,1543.0
86,19.18,1678.6,1550.0
87,19.23,1677.71,1556.0
88,19.34,1676.83,1562.0
89,19.19,1676.29,1568.0
90,19.71,1675.95,1574.0
91,19.69,1674.95,1580.0
92,19.6,1674.53,1587.0
93,19.4,1674.11,1593.0
94,19.77,1673.14,1598.0
95,20.02,1673.32,1604.0
96,19.86,1672.58,1610.0
97,19.27,1672.37,1616.0
98,19.57,1671.65,1622.0
99,19.78,1670.89,1628.0
